Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-02-02,900,Grapes,Fruits,69,14.0,77.4,38.1,3.6,14.6,641,122,Lunch,142
2024-05-04,294,Broccoli,Vegetables,405,26.6,29.1,27.1,4.6,27.6,123,220,Dinner,496
2024-03-17,875,Popcorn,Snacks,279,49.5,72.6,44.8,6.7,37.1,166,264,Lunch,287
2024-06-07,748,Chocolate,Snacks,262,43.1,16.8,17.5,2.2,22.9,483,154,Lunch,838
2024-08-16,450,Coffee,Beverages,109,29.5,85.4,2.4,8.2,44.8,581,259,Lunch,139
2024-12-23,343,Popcorn,Snacks,79,29.7,46.3,2.3,3.1,28.2,608,175,Lunch,283
2024-04-20,788,Quinoa,Grains,223,18.9,51.1,42.2,5.8,33.0,290,188,Snack,742
2024-08-26,650,Milk,Dairy,472,7.5,49.1,9.4,8.6,28.4,95,60,Snack,422
2024-04-17,430,Bread,Grains,552,1.3,96.8,28.9,5.4,42.4,693,65,Breakfast,489
2024-01-02,921,Broccoli,Vegetables,485,25.5,15.2,20.2,7.0,17.2,542,215,Breakfast,382
2024-05-23,175,Eggs,Meat,510,29.3,8.3,42.2,5.7,43.0,453,17,Dinner,670
2024-11-28,238,Water,Beverages,223,44.5,15.7,36.6,0.3,31.3,81,96,Lunch,813
2024-08-29,852,Pasta,Grains,577,22.8,39.3,39.4,3.2,44.3,572,85,Breakfast,751
2024-09-24,176,Rice,Grains,213,12.8,15.2,22.8,5.5,17.9,526,36,Breakfast,441
2024-01-11,361,Orange Juice,Beverages,166,22.5,35.6,21.6,2.6,47.4,792,144,Dinner,112
2024-05-29,721,Water,Beverages,520,29.5,93.8,30.0,8.1,39.6,361,243,Lunch,399
2024-08-03,329,Quinoa,Grains,429,5.1,97.0,10.7,7.0,15.8,577,92,Lunch,221
2024-04-26,742,Tomato,Vegetables,244,19.1,21.9,47.8,8.9,20.7,587,268,Snack,369
2024-05-05,23,Coffee,Beverages,131,13.5,25.9,24.7,0.6,2.9,745,233,Dinner,231
2024-12-20,93,Bread,Grains,537,41.1,59.8,18.7,6.5,19.5,271,289,Snack,946
2024-07-07,449,Bread,Grains,153,33.9,29.7,42.3,8.1,48.8,926,81,Dinner,541
2024-09-25,236,Nuts,Snacks,312,31.4,71.7,12.4,6.2,22.1,379,131,Dinner,827
2024-08-10,350,Bread,Grains,125,47.0,96.2,4.6,4.9,16.8,668,252,Lunch,646
2024-10-11,32,Bread,Grains,206,3.7,19.8,45.7,6.8,39.6,352,46,Snack,208
2024-09-21,722,Yogurt,Dairy,342,42.6,23.4,6.4,3.2,16.8,250,189,Breakfast,746
2024-04-03,602,Banana,Fruits,375,7.7,53.8,8.1,3.6,47.1,561,47,Snack,615
2024-11-28,210,Banana,Fruits,592,4.5,36.7,22.4,4.2,48.7,828,53,Snack,620
2024-06-05,215,Broccoli,Vegetables,490,11.1,48.7,46.2,7.1,18.0,499,107,Dinner,838
2024-01-18,968,Quinoa,Grains,205,40.3,16.1,2.7,8.8,18.0,121,297,Snack,101
2024-11-22,182,Oats,Grains,60,5.0,20.4,46.0,8.6,3.7,513,240,Snack,981
2024-02-15,808,Paneer,Dairy,298,7.1,41.8,6.8,6.6,37.7,992,69,Lunch,742
2024-08-14,449,Chocolate,Snacks,83,9.1,90.1,29.0,6.0,8.2,389,24,Dinner,989
2024-09-18,481,Quinoa,Grains,527,19.6,8.1,49.9,5.1,41.6,655,233,Snack,976
2024-10-05,821,Potato,Vegetables,141,35.4,32.4,49.8,2.6,12.1,944,0,Lunch,692
2024-11-19,451,Green Tea,Beverages,178,6.1,29.6,30.3,9.0,29.1,557,68,Lunch,430
2024-10-08,400,Butter,Dairy,265,2.8,81.0,41.9,7.8,46.2,670,214,Snack,169
2024-06-29,583,Quinoa,Grains,169,9.2,82.2,46.7,6.7,5.1,481,44,Lunch,447
2024-11-30,834,Oats,Grains,554,48.6,51.4,13.5,2.0,19.0,517,46,Lunch,548
2024-02-12,71,Orange Juice,Beverages,496,4.1,75.6,9.2,4.9,34.3,91,283,Snack,523
2024-08-21,149,Carrot,Vegetables,458,49.2,15.1,31.8,9.8,16.2,458,167,Snack,865
2024-01-05,158,Milkshake,Beverages,535,25.9,38.9,24.8,5.2,10.2,281,142,Snack,595
2024-05-09,139,Broccoli,Vegetables,304,19.2,51.0,15.5,0.0,31.5,734,72,Breakfast,554
2024-10-14,361,Salmon,Meat,273,7.0,94.4,4.7,9.7,27.0,279,33,Dinner,519
2024-04-06,903,Coffee,Beverages,419,23.4,82.0,34.9,8.4,44.5,629,297,Dinner,642
2024-12-30,136,Strawberry,Fruits,523,39.7,66.0,25.4,8.1,42.3,43,226,Lunch,602
2024-11-12,587,Milk,Dairy,371,6.2,59.1,20.5,2.3,16.8,358,6,Lunch,683
2024-08-09,141,Green Tea,Beverages,316,26.1,77.0,40.0,3.4,18.2,45,290,Snack,629
2024-08-20,96,Salmon,Meat,592,43.4,14.8,33.4,3.9,26.5,538,31,Dinner,241
2024-02-23,221,Salmon,Meat,423,49.3,31.2,30.1,7.6,28.1,679,139,Dinner,797
2024-10-11,774,Spinach,Vegetables,432,8.4,26.3,49.0,6.3,24.2,652,238,Lunch,859
2024-06-13,288,Orange Juice,Beverages,540,46.8,72.3,7.1,9.1,8.2,974,22,Snack,190
2024-08-04,306,Rice,Grains,486,43.8,22.5,2.9,2.1,27.0,991,279,Dinner,914
2024-10-29,507,Strawberry,Fruits,121,44.1,61.0,46.5,0.6,10.3,359,213,Breakfast,798
2024-06-09,294,Cheese,Dairy,275,12.0,76.5,16.5,8.3,13.7,82,278,Breakfast,461
2024-10-31,413,Carrot,Vegetables,65,2.7,78.7,39.4,2.1,46.1,267,102,Snack,181
2024-12-08,159,Chocolate,Snacks,593,6.1,54.4,28.8,5.9,44.3,531,78,Breakfast,742
2024-06-13,756,Nuts,Snacks,67,28.8,24.7,17.4,2.6,26.0,913,292,Snack,602
2024-10-27,69,Strawberry,Fruits,227,46.5,6.6,33.7,4.0,35.1,966,183,Lunch,444
2024-04-05,824,Coffee,Beverages,481,21.1,12.6,45.2,8.8,6.6,784,117,Dinner,645
2024-02-07,628,Coffee,Beverages,342,44.2,75.8,29.7,6.6,2.4,25,221,Breakfast,250
2024-06-14,106,Cookies,Snacks,513,48.7,50.7,2.1,1.1,36.5,1,21,Dinner,971
2024-04-17,259,Pork Chop,Meat,346,7.3,61.1,21.1,10.0,5.7,666,296,Lunch,577
2024-06-08,493,Orange,Fruits,227,42.0,73.3,29.1,3.8,34.3,76,279,Breakfast,655
2024-02-03,415,Chips,Snacks,587,33.8,12.9,6.9,6.7,43.6,873,242,Dinner,106
2024-01-04,950,Salmon,Meat,369,37.7,76.5,20.9,7.9,10.6,684,230,Snack,293
2024-07-26,951,Oats,Grains,364,6.5,82.0,49.9,1.6,30.0,540,72,Snack,291
2024-07-21,130,Yogurt,Dairy,107,15.0,97.1,26.5,3.1,35.0,245,22,Snack,862
2024-05-09,916,Green Tea,Beverages,480,10.9,11.6,44.7,2.8,46.0,353,261,Dinner,179
2024-02-16,971,Nuts,Snacks,128,24.7,15.3,2.3,7.0,28.3,291,48,Lunch,995
2024-06-10,231,Cheese,Dairy,275,22.0,50.7,8.1,9.0,16.4,64,232,Dinner,267
2024-03-29,537,Potato,Vegetables,192,49.3,85.1,18.4,7.3,35.5,543,20,Lunch,803
2024-06-23,839,Orange,Fruits,74,13.0,37.9,28.4,9.7,15.6,829,38,Dinner,175
2024-01-23,985,Milk,Dairy,72,24.5,83.6,14.5,5.6,17.5,753,128,Lunch,102
2024-03-08,658,Rice,Grains,502,44.3,57.5,24.7,5.9,48.5,12,100,Breakfast,559
2024-09-05,820,Potato,Vegetables,448,18.1,96.7,5.5,9.9,48.7,778,208,Dinner,822
2024-04-23,405,Chocolate,Snacks,74,36.8,97.5,8.4,8.4,24.6,555,188,Breakfast,917
2024-10-21,216,Grapes,Fruits,233,29.4,84.5,19.2,3.6,23.3,842,243,Lunch,483
2024-01-01,121,Apple,Fruits,491,34.2,91.4,5.2,3.6,33.2,281,15,Breakfast,364
2024-08-15,546,Milkshake,Beverages,297,47.1,47.5,38.7,6.4,21.8,637,61,Dinner,959
2024-01-21,315,Eggs,Meat,129,30.0,46.1,40.5,6.5,35.8,461,38,Snack,571
2024-02-17,107,Carrot,Vegetables,488,21.9,14.5,3.5,6.3,20.4,165,216,Breakfast,772
2024-07-26,125,Cookies,Snacks,510,11.9,99.5,40.7,1.0,29.5,566,15,Lunch,582
2024-01-18,69,Pork Chop,Meat,517,46.5,23.4,15.0,9.3,21.6,101,186,Dinner,683
2024-07-19,751,Tomato,Vegetables,292,29.0,48.8,5.5,0.7,19.7,766,292,Dinner,472
2024-05-25,240,Cheese,Dairy,428,39.7,51.5,50.0,8.1,1.6,792,259,Breakfast,406
2024-12-07,91,Eggs,Meat,91,40.6,60.8,48.3,9.4,24.7,675,93,Dinner,743
2024-05-07,939,Tomato,Vegetables,200,41.7,16.5,22.3,7.8,35.8,519,144,Dinner,726
2024-10-21,60,Coffee,Beverages,120,13.7,68.6,37.2,0.7,16.5,738,32,Snack,106
2024-08-06,814,Chocolate,Snacks,463,38.4,95.3,27.7,7.5,3.4,870,282,Lunch,239
2024-12-04,619,Water,Beverages,358,30.5,44.2,40.8,3.1,48.5,365,265,Lunch,883
2024-11-07,516,Yogurt,Dairy,442,17.1,77.9,35.0,1.2,16.7,257,295,Dinner,306
2024-05-30,558,Chips,Snacks,328,45.4,31.1,12.2,8.1,8.0,589,185,Dinner,888
2024-03-25,702,Spinach,Vegetables,445,7.7,21.6,43.9,4.8,16.4,608,178,Breakfast,520
2024-03-02,849,Grapes,Fruits,584,11.6,45.2,47.6,4.0,1.4,642,236,Snack,633
2024-03-10,924,Paneer,Dairy,336,1.4,12.0,9.8,0.2,9.3,587,106,Dinner,831
2024-09-11,130,Oats,Grains,81,40.0,73.5,11.8,0.1,29.7,770,253,Snack,973
2024-06-18,449,Apple,Fruits,55,4.6,62.8,12.0,3.1,10.6,683,113,Breakfast,843
2024-05-03,999,Chips,Snacks,468,30.2,56.4,34.3,2.4,39.5,183,48,Breakfast,244
2024-12-04,760,Banana,Fruits,453,33.5,90.1,49.7,9.5,41.2,136,218,Lunch,776
2024-04-23,114,Carrot,Vegetables,121,42.0,52.2,34.2,1.4,45.3,681,161,Lunch,679
2024-09-29,762,Green Tea,Beverages,569,3.3,16.7,9.6,3.8,37.9,333,136,Dinner,354
2024-09-04,824,Coffee,Beverages,401,3.2,92.0,17.0,0.6,43.2,859,50,Breakfast,122
2024-02-12,305,Beef Steak,Meat,398,41.8,22.4,44.0,9.9,33.0,889,89,Breakfast,384
2024-05-31,675,Quinoa,Grains,556,24.7,74.8,45.1,3.8,16.3,706,296,Snack,939
2024-06-19,718,Broccoli,Vegetables,76,44.3,11.1,40.7,3.0,18.0,948,227,Breakfast,718
2024-11-21,665,Popcorn,Snacks,596,8.4,79.6,36.3,7.4,37.6,922,242,Dinner,128
2024-04-26,662,Rice,Grains,139,14.8,87.0,6.4,4.2,5.2,815,295,Snack,269
2024-05-25,203,Orange Juice,Beverages,434,29.1,20.2,39.4,2.2,16.7,847,270,Lunch,311
2024-04-04,148,Orange Juice,Beverages,466,4.9,52.1,14.6,6.4,15.2,170,243,Dinner,647
2024-10-31,494,Nuts,Snacks,522,24.2,88.7,40.6,4.2,24.0,657,225,Dinner,359
2024-04-23,664,Salmon,Meat,553,49.2,87.4,22.9,3.9,0.3,260,235,Lunch,664
2024-01-12,791,Chips,Snacks,86,24.2,32.2,6.4,0.0,48.0,812,117,Lunch,627
2024-12-21,182,Apple,Fruits,365,39.3,31.0,20.2,8.8,23.3,378,282,Breakfast,871
2024-03-13,405,Spinach,Vegetables,488,6.4,15.0,34.2,7.5,10.9,841,230,Snack,217
2024-10-22,438,Milk,Dairy,496,8.8,13.6,46.9,9.0,6.1,593,23,Lunch,814
2024-02-29,188,Grapes,Fruits,359,11.2,56.6,9.3,4.2,49.5,361,209,Lunch,592
2024-09-20,560,Strawberry,Fruits,332,5.3,20.7,25.3,7.0,9.3,382,58,Snack,134
2024-10-02,268,Paneer,Dairy,339,21.7,18.5,1.6,7.9,34.5,205,247,Dinner,313
2024-11-19,86,Chips,Snacks,439,16.2,83.4,17.2,7.7,22.4,318,222,Lunch,359
2024-04-26,391,Chicken Breast,Meat,385,30.0,27.2,18.5,9.2,14.0,801,196,Lunch,853
2024-03-08,240,Orange Juice,Beverages,292,38.0,40.8,36.1,0.2,14.1,49,281,Snack,787
2024-08-24,420,Broccoli,Vegetables,544,18.6,32.4,2.6,7.0,42.0,415,190,Snack,395
2024-12-17,920,Chips,Snacks,554,36.5,56.4,31.5,0.2,6.0,120,294,Breakfast,979
2024-10-15,868,Butter,Dairy,85,13.0,76.2,48.3,1.1,15.1,778,289,Dinner,217
2024-06-22,127,Apple,Fruits,96,10.8,44.0,44.5,3.9,7.0,390,95,Lunch,920
2024-12-01,907,Pasta,Grains,352,41.5,62.7,39.5,1.9,6.4,697,253,Breakfast,740
2024-06-11,499,Milk,Dairy,105,18.1,71.3,37.4,0.5,33.1,485,268,Lunch,244
2024-05-12,794,Milk,Dairy,497,20.6,42.8,48.6,9.3,1.7,112,119,Lunch,745
2024-04-11,208,Milkshake,Beverages,129,25.4,99.8,44.9,6.7,6.8,484,61,Breakfast,944
2024-08-21,635,Eggs,Meat,125,44.6,92.3,9.6,8.8,4.5,404,28,Dinner,803
2024-02-21,182,Beef Steak,Meat,360,7.4,44.1,24.2,2.0,38.4,263,48,Dinner,443
2024-07-24,415,Milk,Dairy,143,23.6,57.0,32.5,6.6,42.5,797,120,Snack,998
2024-07-19,301,Broccoli,Vegetables,223,5.7,41.3,39.9,4.3,23.5,837,300,Breakfast,710
2024-07-20,580,Paneer,Dairy,596,25.6,33.1,18.5,5.9,44.4,9,254,Dinner,812
2024-10-30,308,Salmon,Meat,63,33.8,64.7,41.7,7.4,11.9,110,6,Dinner,268
2024-04-20,81,Water,Beverages,296,39.2,20.9,21.3,8.3,32.4,998,292,Breakfast,261
2024-02-09,266,Green Tea,Beverages,72,41.7,92.7,13.4,5.9,4.3,977,36,Snack,547
2024-12-09,450,Carrot,Vegetables,217,22.7,60.7,14.4,9.3,47.3,302,38,Breakfast,976
2024-05-31,566,Beef Steak,Meat,439,35.7,19.4,11.8,1.5,0.8,547,63,Lunch,583
2024-06-17,654,Potato,Vegetables,236,35.4,32.3,38.6,5.8,29.2,174,180,Lunch,749
2024-04-11,305,Butter,Dairy,512,9.8,95.6,5.4,4.6,27.6,783,218,Snack,131
2024-01-01,788,Quinoa,Grains,105,28.6,67.6,26.6,2.9,24.7,28,139,Snack,917
2024-09-07,729,Orange Juice,Beverages,150,17.5,23.6,36.4,8.6,24.6,861,226,Lunch,759
2024-11-06,154,Spinach,Vegetables,244,32.9,96.5,39.6,0.6,39.9,817,190,Breakfast,708
2024-04-28,280,Pork Chop,Meat,196,1.2,52.9,41.8,8.1,43.3,536,269,Lunch,318
2024-05-23,780,Cookies,Snacks,575,33.3,46.6,15.1,1.4,44.1,63,213,Snack,570
2024-05-28,698,Grapes,Fruits,105,5.7,17.6,29.4,4.1,30.3,993,297,Dinner,726
2024-10-21,396,Spinach,Vegetables,246,48.5,34.8,4.8,1.4,39.9,592,110,Snack,216
2024-07-27,985,Milk,Dairy,414,16.8,76.0,17.1,1.1,23.2,950,273,Snack,541
2024-05-28,957,Rice,Grains,538,45.5,59.1,7.9,8.2,48.6,890,113,Snack,961
2024-08-25,889,Chocolate,Snacks,404,19.9,45.2,15.1,9.3,28.3,93,73,Lunch,248
2024-07-30,969,Milkshake,Beverages,560,40.4,48.3,41.2,9.5,9.5,327,220,Breakfast,161
2024-12-17,310,Rice,Grains,109,5.9,71.6,41.7,0.1,7.9,769,160,Dinner,994
2024-03-25,593,Eggs,Meat,588,11.1,53.0,39.0,7.8,44.1,697,143,Lunch,279
2024-06-06,296,Cookies,Snacks,276,17.1,61.2,2.9,8.5,11.9,459,104,Lunch,214
2024-04-22,685,Popcorn,Snacks,460,16.1,28.2,10.3,5.4,34.7,680,214,Breakfast,842
2024-10-25,654,Cheese,Dairy,442,24.5,10.0,35.7,3.7,1.1,974,87,Lunch,113
2024-02-08,668,Nuts,Snacks,498,47.0,58.4,29.7,6.9,23.5,24,12,Breakfast,500
2024-07-23,526,Cheese,Dairy,180,7.3,49.6,3.4,2.2,34.4,705,80,Lunch,277
2024-08-15,523,Banana,Fruits,181,40.8,23.1,8.6,2.7,40.5,506,105,Lunch,501
2024-08-12,584,Broccoli,Vegetables,450,29.8,42.6,3.0,4.7,31.3,142,3,Lunch,188
2024-08-18,144,Chicken Breast,Meat,292,28.1,46.6,25.2,7.5,49.3,498,99,Breakfast,481
2024-11-29,241,Nuts,Snacks,295,1.9,6.5,43.6,1.2,39.6,146,157,Snack,928
2024-02-21,903,Chocolate,Snacks,216,16.1,93.5,22.0,2.3,2.4,418,194,Lunch,950
2024-08-27,917,Water,Beverages,356,11.8,18.8,1.5,1.5,39.5,333,259,Lunch,662
2024-05-21,695,Tomato,Vegetables,510,38.4,95.2,29.1,1.4,21.7,282,39,Lunch,772
2024-10-03,998,Cookies,Snacks,95,31.6,39.2,30.7,5.1,49.7,229,211,Snack,230
2024-01-12,14,Popcorn,Snacks,291,9.9,97.0,46.0,5.3,8.2,323,161,Dinner,123
2024-07-24,142,Grapes,Fruits,355,18.4,20.4,17.3,5.6,36.3,770,294,Lunch,739
2024-05-23,100,Grapes,Fruits,143,1.8,85.3,27.2,6.3,11.7,590,14,Lunch,994
2024-08-09,302,Apple,Fruits,136,16.5,10.4,9.9,3.3,29.2,724,11,Snack,700
2024-09-05,734,Banana,Fruits,433,48.6,78.9,12.2,3.0,35.9,976,104,Dinner,167
2024-05-03,598,Milkshake,Beverages,151,6.8,35.4,18.8,9.6,25.9,699,105,Snack,976
2024-10-06,772,Beef Steak,Meat,119,7.4,9.5,20.7,6.0,7.7,214,208,Breakfast,169
2024-03-15,86,Eggs,Meat,226,41.4,33.0,49.6,4.5,29.8,252,129,Snack,842
2024-01-19,621,Milk,Dairy,328,49.2,66.7,9.4,9.2,43.3,899,240,Lunch,416
2024-03-11,884,Apple,Fruits,382,1.2,41.3,2.1,1.8,41.0,460,32,Dinner,528
2024-04-11,6,Spinach,Vegetables,148,24.2,99.3,41.9,6.7,40.0,272,69,Breakfast,296
2024-01-04,293,Salmon,Meat,137,44.4,55.2,24.8,7.1,17.4,310,230,Breakfast,271
2024-08-03,388,Green Tea,Beverages,417,11.0,48.3,40.7,0.7,47.0,412,124,Snack,235
2024-05-03,807,Cheese,Dairy,494,41.4,20.3,41.8,8.1,4.4,505,89,Breakfast,282
2024-03-08,558,Banana,Fruits,591,16.3,7.7,37.2,1.4,5.4,217,34,Dinner,988
2024-05-03,408,Quinoa,Grains,178,5.3,18.2,18.6,3.6,12.9,704,88,Breakfast,118
2024-03-25,211,Butter,Dairy,567,12.7,69.1,37.2,3.4,8.3,133,249,Dinner,809
2024-01-02,368,Cookies,Snacks,597,18.4,93.3,10.1,1.0,32.4,873,237,Lunch,628
2024-11-29,733,Oats,Grains,276,11.0,19.6,16.3,1.6,8.6,822,67,Snack,266
2024-01-16,536,Chicken Breast,Meat,291,4.3,94.0,18.1,5.9,28.3,737,125,Breakfast,448
2024-07-25,665,Banana,Fruits,589,8.9,23.5,30.2,7.2,3.7,831,34,Breakfast,362
2024-08-04,573,Cheese,Dairy,279,16.0,35.1,15.3,0.8,22.5,109,111,Lunch,294
2024-06-23,800,Chips,Snacks,108,44.9,18.9,16.2,3.6,46.9,249,158,Lunch,878
2024-07-30,534,Milk,Dairy,53,10.7,58.0,38.4,6.6,38.3,763,109,Breakfast,137
2024-02-11,327,Cheese,Dairy,369,6.1,76.1,37.0,8.2,14.4,982,120,Snack,861
2024-11-12,938,Pasta,Grains,540,4.4,30.4,33.1,8.8,7.1,615,145,Lunch,450
2024-06-23,520,Banana,Fruits,532,19.1,39.4,10.9,9.4,5.9,657,33,Snack,761
2024-12-29,30,Water,Beverages,182,6.0,13.3,16.8,9.7,36.0,382,70,Lunch,553
2024-08-03,377,Orange,Fruits,487,29.0,18.2,47.4,5.5,30.6,942,100,Lunch,729
2024-08-09,271,Chips,Snacks,550,28.8,62.4,25.1,3.9,10.6,916,228,Lunch,386
2024-05-07,788,Nuts,Snacks,437,7.0,19.4,37.0,0.8,33.7,186,52,Lunch,1000
2024-07-05,989,Milkshake,Beverages,296,7.4,50.9,42.7,3.1,44.3,127,84,Breakfast,701
2024-02-26,580,Grapes,Fruits,144,20.0,77.1,34.9,4.8,8.3,650,256,Dinner,540
2024-09-03,816,Bread,Grains,489,3.9,39.2,34.8,4.2,42.7,793,283,Lunch,873
2024-02-21,279,Bread,Grains,315,49.6,79.0,9.0,4.4,4.2,407,281,Dinner,284
2024-06-24,80,Potato,Vegetables,472,31.4,86.3,35.2,4.6,5.1,225,192,Breakfast,190
2024-07-25,333,Eggs,Meat,271,26.9,67.1,35.8,6.1,43.8,74,81,Breakfast,511
2024-01-10,60,Beef Steak,Meat,126,24.4,16.6,11.8,8.5,28.6,908,130,Snack,556
2024-10-12,171,Green Tea,Beverages,61,40.0,14.1,9.9,2.1,37.6,580,224,Snack,491
2024-10-05,428,Butter,Dairy,423,9.7,61.2,49.6,6.3,5.3,577,160,Lunch,695
2024-10-23,555,Eggs,Meat,273,42.7,89.0,15.0,4.9,10.4,58,230,Breakfast,740
2024-12-27,391,Spinach,Vegetables,155,34.3,13.4,37.0,2.4,46.1,619,104,Dinner,171
2024-03-20,66,Pasta,Grains,212,26.1,72.6,12.1,5.3,8.7,723,44,Snack,898
2024-01-18,30,Apple,Fruits,95,15.3,10.6,16.6,0.3,23.9,249,282,Dinner,625
2024-04-09,221,Orange,Fruits,315,40.4,65.0,37.6,5.7,10.4,408,8,Lunch,272
2024-12-08,563,Orange Juice,Beverages,462,43.4,44.6,31.4,7.8,8.5,253,126,Breakfast,818
2024-10-15,602,Carrot,Vegetables,262,38.4,44.8,20.1,0.1,34.4,618,176,Snack,491
2024-03-03,844,Bread,Grains,432,40.4,88.7,19.8,5.9,37.2,343,138,Lunch,885
2024-02-24,837,Spinach,Vegetables,582,33.4,88.8,42.5,2.8,41.8,331,284,Snack,256
2024-10-17,83,Chicken Breast,Meat,432,5.5,15.7,37.6,9.2,24.8,39,122,Lunch,797
2024-07-26,666,Popcorn,Snacks,280,5.3,84.3,4.5,3.3,17.6,542,156,Breakfast,295
2024-02-10,575,Bread,Grains,449,15.3,54.5,20.6,2.4,47.3,463,297,Breakfast,891
2024-02-09,608,Butter,Dairy,245,17.8,67.1,32.2,3.0,17.5,542,173,Lunch,336
2024-08-30,243,Apple,Fruits,305,36.2,64.6,42.3,3.3,6.4,320,290,Snack,302
2024-04-18,917,Cookies,Snacks,360,39.3,47.0,38.7,1.6,31.3,900,29,Lunch,823
2024-06-14,428,Pork Chop,Meat,160,39.2,18.3,44.5,3.6,30.4,927,0,Dinner,892
2024-03-22,637,Grapes,Fruits,523,17.0,85.0,42.0,3.9,8.0,853,44,Dinner,675
2024-01-25,956,Spinach,Vegetables,492,14.5,51.4,36.8,0.7,23.3,849,30,Dinner,348
2024-05-20,794,Tomato,Vegetables,402,32.5,65.7,20.1,7.1,1.3,726,273,Snack,494
2024-11-17,683,Green Tea,Beverages,326,6.6,73.7,16.7,9.6,39.1,509,73,Breakfast,681
2024-12-16,954,Water,Beverages,244,29.8,77.7,33.6,9.4,20.5,267,220,Lunch,811
2024-09-04,492,Oats,Grains,499,35.7,93.4,44.3,1.9,26.9,630,92,Dinner,609
2024-07-23,703,Spinach,Vegetables,58,34.4,51.0,35.9,9.7,1.7,239,27,Snack,551
2024-11-04,591,Cheese,Dairy,204,36.6,14.3,28.5,7.3,17.1,171,83,Breakfast,618
2024-06-11,331,Nuts,Snacks,239,34.5,20.4,15.0,0.9,47.2,933,251,Dinner,196
2024-07-24,20,Coffee,Beverages,308,3.9,86.6,4.8,5.1,42.3,467,287,Dinner,809
2024-09-23,951,Potato,Vegetables,426,21.4,50.4,48.3,0.5,13.4,844,49,Snack,831
2024-04-03,324,Paneer,Dairy,462,17.1,48.7,22.6,2.6,7.7,910,86,Breakfast,283
2024-06-13,692,Beef Steak,Meat,204,33.0,94.7,41.4,4.9,45.0,664,147,Dinner,110
2024-09-08,152,Quinoa,Grains,213,37.5,95.1,27.8,6.1,23.1,76,0,Dinner,391
2024-09-21,801,Chips,Snacks,460,1.6,41.8,47.1,6.7,23.4,434,180,Breakfast,889
2024-02-14,836,Grapes,Fruits,317,19.2,40.2,36.7,9.9,18.9,370,107,Breakfast,583
2024-12-16,110,Rice,Grains,303,24.8,40.7,48.8,1.6,0.8,686,192,Breakfast,877
2024-05-31,474,Broccoli,Vegetables,246,39.8,69.4,7.6,1.6,36.8,952,142,Lunch,635
2024-09-05,810,Orange Juice,Beverages,91,38.8,80.0,31.9,7.1,2.5,456,94,Snack,669
2024-12-12,476,Banana,Fruits,298,18.5,38.7,34.5,3.5,21.7,259,285,Lunch,486
2024-02-28,397,Banana,Fruits,70,12.1,59.8,2.4,2.5,33.0,975,154,Lunch,265
2024-06-07,910,Milkshake,Beverages,111,22.6,35.0,36.7,2.1,9.6,292,89,Breakfast,174
2024-09-24,539,Coffee,Beverages,318,20.8,65.2,17.4,8.7,43.8,438,271,Snack,405
2024-05-11,676,Yogurt,Dairy,424,5.7,24.8,31.4,6.3,9.0,611,145,Dinner,566
2024-11-27,587,Pork Chop,Meat,266,18.3,19.6,31.5,2.7,14.6,842,128,Breakfast,396
2024-06-19,972,Spinach,Vegetables,119,44.0,27.0,40.5,6.1,37.5,430,57,Breakfast,415
2024-02-20,910,Chicken Breast,Meat,281,13.6,34.0,28.8,8.4,32.1,960,181,Breakfast,294
2024-03-08,949,Tomato,Vegetables,78,14.8,39.7,39.5,7.4,4.9,219,141,Dinner,635
2024-09-29,696,Green Tea,Beverages,61,26.2,70.5,24.2,3.2,14.9,604,263,Dinner,258
2024-03-06,555,Bread,Grains,243,13.6,43.1,17.0,4.2,35.4,656,21,Snack,347
2024-01-02,13,Chocolate,Snacks,286,1.3,34.8,30.3,5.0,29.1,779,42,Lunch,575
2024-02-17,606,Orange,Fruits,180,42.5,64.2,33.2,8.5,46.6,53,139,Breakfast,163
2024-02-27,135,Salmon,Meat,555,5.3,94.0,41.9,7.8,42.1,881,115,Lunch,241
2024-05-13,306,Yogurt,Dairy,325,5.2,37.5,40.1,9.9,43.1,931,60,Dinner,204
2024-03-20,680,Potato,Vegetables,419,17.5,20.8,3.0,4.9,12.2,121,112,Lunch,619
2024-07-30,80,Chips,Snacks,240,2.3,9.2,35.3,3.9,16.5,920,210,Dinner,270
2024-03-28,418,Popcorn,Snacks,454,25.5,73.4,8.9,0.5,27.8,124,126,Dinner,393
2024-03-09,191,Cookies,Snacks,317,38.1,50.1,9.7,1.6,0.4,712,239,Snack,689
2024-04-06,66,Cheese,Dairy,279,49.8,73.5,21.8,1.7,12.8,445,230,Dinner,352
2024-05-22,232,Tomato,Vegetables,402,33.2,98.5,30.3,8.2,23.9,752,278,Breakfast,463
2024-09-22,201,Rice,Grains,286,5.3,33.5,28.9,1.1,22.0,800,33,Dinner,717
2024-03-08,403,Apple,Fruits,89,4.4,86.1,33.9,5.7,44.2,807,96,Breakfast,272
2024-10-06,74,Nuts,Snacks,475,35.2,19.3,19.4,7.3,8.8,122,97,Breakfast,344
2024-11-05,417,Paneer,Dairy,226,5.2,73.5,27.6,2.6,15.6,620,122,Breakfast,759
